entity,extra_info
Maggiga Rotte Dosa,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Maghaz,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Makhaan Ka Kheer,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Makhan Bada,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Makka Poha,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Malapua,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Malpoa,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Malpua,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Mangalore Bajji,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Masala Puri,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Masor Koni,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Masor Petu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Masor Tenga,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Matar Khumb,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Matar Paneer,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mathura Ke Pede,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mihidana,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Millet Lapsi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mishti Chholar Dal,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mishti Doi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Missi Roti,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Misti Doi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mixed Vegetable,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mohan Thaal,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Moong Dal Ki Lapsi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mosaranna,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mulligatawny,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Murgh Mahal,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Murgh Musallam,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Mushroom Do Pyaza,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Mushroom Matar,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Namak Para,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Namakpara,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Nandu Omelette,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Naralachi Vadi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Narikol Pitha,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Navrattan Korma,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Neyyappam,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Olan,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Ou Tenga Maas,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Paddu,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Pakhala,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pakora,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Palak Paneer,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Palappam,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Palathalikalu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Paneer Butter Masala,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Paneer Makhani,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Paneer Tikka,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Paneer Tikka Masala,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pani Puri,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Panipuri,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Paniyaram,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Panjeeri,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Papad,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Paruppu Sadam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pashti,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Patishapta,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Patoleo,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Patra,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pav Bhaji,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Paya,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Peda,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Penda,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Perugannam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pesaha Appam,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Petha,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Phirni,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Phulka,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pinni,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pista Petha,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pithe,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Pitla,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Piyaju,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Poee,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Ponganalu,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Pooran Poli,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pooran-Poli,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Poori,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Poriyal,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Pork Jarpaa Jurpie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Porotta,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Prawn Malai Curry,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Puffed Rice,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Puffs,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Puli Sadam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Puliogre,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Puliohara,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Puri Bhaji,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Puttu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rabri,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Radhaballabhi Fried Flatbread,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Ragi Mudhe,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rajma,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rajwadi Chhena,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rajwadi Paneer,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Ramatori Bhaaji,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Ras Malai,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rasagola,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rasam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rasgulla,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rasya Muthia,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rava Laddu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Red Rice,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rodga,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Ros Omelette,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Roshogolla,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Roti,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rotlo,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Rumali Roti,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Saath,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Sabudana Papad,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Saggubiyyam Punugulu,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Sajjige,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sakkara Pongal,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sambar,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Samosa,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Sandesh,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sandige,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sarva Pindi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sattu Ki Roti,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sev Khamani,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sev Mamra,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sev Tameta,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Shahi Paneer,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Shakarpara,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Shankarpali,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sheera,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sheermal,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Shiro,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Shondesh,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Shrikhand,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Shukto,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Singhada Lapsi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Singori,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sohan Halwa,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sohan Papdi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sooji Halwa,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sooji Toast,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Soonvali,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Sponge Dosa,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Srivilliputtur Palkova,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Suji Lapsi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sukhdi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sunga Pitha,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Sunga Pork,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Suralichi Vadi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Surnoli,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Sutar Feni,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sutarfeni,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sweet Pethas,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Taftan,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Talit Macchi,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Tamatar Chaat,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Tandoori Chicken,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Tandoori Fish Tikka,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Tandoori Roti,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Tele-Bhaja,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Thayir Sadam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Theeyal,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Thengai Sadam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Thepla,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Tikona,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Tirunelveli Halwa,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Turiya Patra Vatana Sabji,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Undhiyu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Unni Appam,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Upma,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Uppittu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Vada,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Vada Pav,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Vadai,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Varuval,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Vattral,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Indian""}"
Veg Kolhapuri,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Vindaloo,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Indian""}"
Wheat Upma,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Yelumicham Sadam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Zunka,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Chaulai Saag,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Methi Saag,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Sarson Ka Saag,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Indian""}"
Panino,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Abbacchio,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Abbacchio Alla Romana,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Abbamele,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Acciughe Al Verde,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Acciughe Fritte,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Aceto Dolce,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Acqua Pazza,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Acquacotta,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Affogato,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Affogato Al Caffè,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Africanetti,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Africani,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Agliata,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Agnello Al Forno Con Patate,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Agnello Pasquale,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Agnolini,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Agnolotti Pavesi,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Agrodolce,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Alici Arreganate,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Alla Marinara,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Amaretto,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Amatriciana,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Amor Polenta,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Amorpolenta,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Anelletti Al Forno,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Anelli,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Anello Di Monaco,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Anguilla Marinata,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Anolini,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Anolini In Brodo,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Aranzada,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Armoniche,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Arrabbiata,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Arrosticini,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Assabesi,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Babà Al Rum,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Baccalà,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Baccalà Alla Lucana,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Bagnet Ross,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bagnun,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Balanzoni,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Barbajada,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Battolli Caiegue,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Baxin,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Befanini,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bensone,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Berlingozzo,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bicciolano,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bignolata Mantovana,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Biova,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Biroldo,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Biscione Reggiano,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Biscotti Salati All'anice,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bistecca Alla Fiorentina,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Bocconotto,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bollito Misto,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Bomba Calabrese,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bomba Di Riso,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Boreto Alla Graisana,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Borlengo,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bracciatello,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Braciola,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Braciola Served With Grilled Aubergines,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Braciolone,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Branzino Al Sale,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Brasadelo,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Brasato,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Brazadèla,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bresaola,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Brigidino Di Lamporecchio,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Brioche Con Gelato,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Brioscia,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Brodetto,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Brodo Di Carne,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Brovada,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Italian""}"
Bruschetta,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bruscitti,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Bruscitti Served With Polenta,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Bucatini,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Bucatini All'amatriciana,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Budellacci Di Interiora,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Budino,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Buridda,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Busecca,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Italian""}"
Bussilan,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
Caccavelle Alla Sorrentina,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Italian""}"
